lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
SUNGAI DANAU,Aug,2026-08-13,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 GNT KAMPAS KOPLING,4.0
SUNGAI DANAU,Aug,2026-08-13,661202000000095 103,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8570 CP PRBKN REM FR,2.0
SUNGAI DANAU,Aug,2026-08-13,641102126101332 095,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-013 PRBKN SASIS PATAH,8.0
SUNGAI DANAU,Aug,2026-08-13,641102126201032 135,262-010,262010,TRUCK TANGKI HINO FM 260 DA 8112 JI 262-010,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-010 GNT SPG RR LH + CENTERBOLT,10.0
SUNGAI DANAU,Aug,2026-08-13,641102125104732 095,251-047,251047,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,DT,TR,WS-PERBAIKAN UNIT,"251-047 LAS KANCING DUMP, SIKU DUMP, TUT",4.0
SUNGAI DANAU,Aug,2026-08-13,641102125105032 095,251-050,251050,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,DT,TR,WS-PERBAIKAN UNIT,251-050 CAT ATAP KABIN,4.0
SUNGAI DANAU,Aug,2026-08-13,661202000000095 053,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PASANG INDOR AC VILLA KAMAR 06,3.0
SUNGAI DANAU,Aug,2026-08-13,641102125105532 165,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 TAMBAL BAN RR RH,1.0
SUNGAI DANAU,Aug,2026-08-13,641102125104132 165,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 TAMBAL BAN RR RH,1.0
SUNGAI DANAU,Aug,2026-08-13,641102126201032 095,262-010,262010,TRUCK TANGKI HINO FM 260 DA 8112 JI 262-010,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-010 LAS TANGKI CPO BAGIAN DALAM & SL,6.0
SUNGAI DANAU,Aug,2026-08-13,641102126101332 095,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-013 LANJUT PRBKN SASIS,4.0
SUNGAI DANAU,Aug,2026-08-13,641102125105432 145,251-054,251054,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,DT,TR,WS-PERBAIKAN UNIT,251-054 GNT SELANG KOPLING DI ABC,2.0
SUNGAI DANAU,Aug,2026-08-13,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 GNT KAMPAS KOPLING,5.0
SUNGAI DANAU,Aug,2026-08-13,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,"RAKIT, PRBKN TOPI KABIN & CAT",2.0
SUNGAI DANAU,Aug,2026-08-13,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8955 TAO PRBKN SHOCK FR LH,4.0
SUNGAI DANAU,Aug,2026-08-14,641102125105032 095,251-050,251050,DUMP TRUCK HINO 130 HD DA 8925 CV 251-050,DT,TR,WS-PERBAIKAN UNIT,251-050 PASANG TOPI KABIN,1.0
SUNGAI DANAU,Aug,2026-08-14,641102126101332 095,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,"261-013 PRBKN SASIS, PRBKN KLAKSON",8.0
SUNGAI DANAU,Aug,2026-08-14,641102125103832 125,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,"251-038 GNT DRGLNK, CNTRBOLT",2.0
SUNGAI DANAU,Aug,2026-08-14,641102125103832 095,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 CAT SASIS/NO LAMBUNG,5.0
SUNGAI DANAU,Aug,2026-08-14,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-14,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,"271-004 PRBKN SASIS BAK AMROLL, PIN BOOM",8.0
SUNGAI DANAU,Aug,2026-08-14,641102125103432 165,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,251-034 TAMBAL BAN FR,1.0
SUNGAI DANAU,Aug,2026-08-14,641102125105532 165,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 GNT BAN SEREP RR,1.0
SUNGAI DANAU,Aug,2026-08-14,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,"221-001 PSNG KAMPAS REM, RR RH",2.0
SUNGAI DANAU,Aug,2026-08-14,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN INSTALASI MESS KARYAWAN,1.5
SUNGAI DANAU,Aug,2026-08-14,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PASANG DUDUKAN AC AGRONOMI,3.0
SUNGAI DANAU,Aug,2026-08-14,641102124200432 165,242-004,242004,TRUCK HINO 136 HDX 242-004,Tus,TR,WS-PERBAIKAN UNIT,242-004 TAMBAL BAN RR LH,1.0
SUNGAI DANAU,Aug,2026-08-14,641102125104232 145,251-042,251042,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,DT,TR,WS-PERBAIKAN UNIT,251-042 EVAKUASI GNT SEAL KOPLING DI RAY,1.0
SUNGAI DANAU,Aug,2026-08-14,641202130000034 013,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,311-002 MOB UNIT COMPACT & GRADER,8.0
SUNGAI DANAU,Aug,2026-08-14,641102125103832 165,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 GNT BAN SEREP FR LH RH,1.0
SUNGAI DANAU,Aug,2026-08-14,641102125104232 145,251-042,251042,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,DT,TR,WS-PERBAIKAN UNIT,"251-042 GNT KMPS KPLNG, BIRING RELIS. KN",8.0
SUNGAI DANAU,Aug,2026-08-14,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,"271-004 LAS SASIS, DUDUKAN PIN BOOM ARM",6.0
SUNGAI DANAU,Aug,2026-08-14,641102123100532 025,231-005,231005,BUS HINO 130 MDBL DA 8705 CO 231-005,Rental Bus,TR,WS-PERBAIKAN UNIT,231-005 GNT VANBELT AC. CLEAN COMPRESSOR,3.0
SUNGAI DANAU,Aug,2026-08-14,641102125103732 135,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 GNT AYUNAN PIR FR,1.0
SUNGAI DANAU,Aug,2026-08-14,641102125105232 165,251-052,251052,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,DT,TR,WS-PERBAIKAN UNIT,251-052 GNT BAN FR LH,1.0
SUNGAI DANAU,Aug,2026-08-14,641102125104832 165,251-048,251048,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,DT,TR,WS-PERBAIKAN UNIT,251-048 RAKIT BAN SEREP DI ABC,2.0
SUNGAI DANAU,Aug,2026-08-15,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,KERJA BAKTI AREA WORKSHOP,3.0
SUNGAI DANAU,Aug,2026-08-15,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,"271-004 PRBKN SASIS BAK AMROLL, ATAS PAT",5.0
SUNGAI DANAU,Aug,2026-08-15,641102125104432 135,251-044,251044,DUMP TRUCK HINO 130HD DA 8571 CP 251-044,DT,TR,WS-PERBAIKAN UNIT,251-044 GNT HANGER RR LH + KARET HANGER,2.0
SUNGAI DANAU,Aug,2026-08-15,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 PRBKN ENGINE,2.0
SUNGAI DANAU,Aug,2026-08-15,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD IT,2.0
SUNGAI DANAU,Aug,2026-08-15,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD I,2.0
SUNGAI DANAU,Aug,2026-08-15,641102126200532 135,262-005,262005,TRUCK TANGKI HINO FG235 DA 8170 CR 262-005,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-005 GNT SPG RR RH + CENTERBOLT,2.0
SUNGAI DANAU,Aug,2026-08-15,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,271-004 LANJUT GANTI DUDUKAN PIN BOOM AR,4.0
SUNGAI DANAU,Aug,2026-08-15,641102126200532 135,262-005,262005,TRUCK TANGKI HINO FG235 DA 8170 CR 262-005,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-005 GNT SPG RR RH,2.0
SUNGAI DANAU,Aug,2026-08-15,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PASANG AC AGRONOMI,3.0
SUNGAI DANAU,Aug,2026-08-15,641102125105531 075,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 SERVICE GANTI OLI B,2.0
SUNGAI DANAU,Aug,2026-08-15,641102125105132 165,251-051,251051,DUMP TRUCK HINO 130 HD DA 8012 CZ 251-051,DT,TR,WS-PERBAIKAN UNIT,251-051 GNT BAN RIMBA BARU 2 PC,2.0
SUNGAI DANAU,Aug,2026-08-15,641102123100432 095,231-004,231004,BUS HINO 130 MDBL DA 7445 CD 231-004,Rental Bus,TR,WS-PERBAIKAN UNIT,231-004 PRBKN PINTU & GNT VBELT AC,2.0
SUNGAI DANAU,Aug,2026-08-15,641102125105732 165,251-057,251057,DUMP TRUCK HINO 130 HD 25-86 251-057,DT,TR,WS-PERBAIKAN UNIT,251-057 GNT BAN RIMBA BARU 2 PC,2.0
SUNGAI DANAU,Aug,2026-08-15,641102125103532 095,251-035,251035,DUMP TRUCK HINO 130 HD DA 8207 CF 251-035,DT,TR,WS-PERBAIKAN UNIT,251-035 GNT LOCK PINTU KABIN LH,1.0
SUNGAI DANAU,Aug,2026-08-16,641102125106032 045,251-060,251060,DUMP TRUCK HINO 130HD DA 8476 JJ 251-060,DT,TR,WS-PERBAIKAN UNIT,"251-060 PRBKN REM BOCOR RR LH, GNT HM",2.0
SUNGAI DANAU,Aug,2026-08-16,641102125104032 135,251-040,251040,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,DT,TR,WS-PERBAIKAN UNIT,"251-040 GNT AYUNAN SPG FR RH, BUSHING, H",4.0
SUNGAI DANAU,Aug,2026-08-16,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,MONITORING BANGUNAN WALET AFD 1,2.0
SUNGAI DANAU,Aug,2026-08-16,641102123100632 095,231-006,231006,BUS ISUZU NQR 231-006,,TR,WS-PERBAIKAN UNIT,231-006 LEPAS STICKER PARIWISATA,2.0
SUNGAI DANAU,Aug,2026-08-16,641102125105532 045,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 PRBKN REM RR LH BOCOR,2.0
SUNGAI DANAU,Aug,2026-08-16,641102125103431 075,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,"251-034 SERVICE GANTI OLI D, EXHAUST BRA",3.0
SUNGAI DANAU,Aug,2026-08-16,641102125104031 075,251-040,251040,DUMP TRUCK HINO 130 HD DA 8679 CO 251-040,DT,TR,WS-PERBAIKAN UNIT,251-040 SERVICE GANTI OLI E,1.0
SUNGAI DANAU,Aug,2026-08-16,641102125103432 045,251-034,251034,DUMP TRUCK HINO 130 HD DA 8206 CF 251-034,DT,TR,WS-PERBAIKAN UNIT,251-034 PRBKN REM & LABRANG,4.0
SUNGAI DANAU,Aug,2026-08-16,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,AMBIL SPAREPART UNIT 222-010 DI ANGSANAA,1.0
SUNGAI DANAU,Aug,2026-08-16,641102125104132 135,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 GNT CENTERBOLT RR LH & ELEKTRIK,4.0
SUNGAI DANAU,Aug,2026-08-16,641202120000034 022,222-010,,,,,WS-PERBAIKAN UNIT,222-010 PASANG REGULATOR KACA PINTU,2.0
SUNGAI DANAU,Aug,2026-08-16,641102125105532 135,251-055,251055,DUMP TRUCK HINO 130 HD DA 8015 CZ 251-055,DT,TR,WS-PERBAIKAN UNIT,251-055 GNT CENTERBOLT RR LH,1.0
SUNGAI DANAU,Aug,2026-08-16,641102125106332 125,251-063,251063,DUMPTRUCK 136 HDX 251-063,DT,TR,WS-PERBAIKAN UNIT,251-063 PRBKN LABRANG & BUMPER,3.0
SUNGAI DANAU,Aug,2026-08-16,641102125104632 135,251-046,251046,DUMP TRUCK HINO 130 HD DA 8642 CQ 251-046,DT,TR,WS-PERBAIKAN UNIT,251-046 GNT SPG FR RR,4.0
SUNGAI DANAU,Aug,2026-08-16,641102125103732 045,251-037,251037,DUMP TRUCK HINO 130 HD DA 8674 CO 251-037,DT,TR,WS-PERBAIKAN UNIT,251-037 PRBKN REM RR RH + TIEROD KANAN L,4.0
SUNGAI DANAU,Aug,2026-08-16,641102124200432 075,242-004,242004,TRUCK HINO 136 HDX 242-004,Tus,TR,WS-PERBAIKAN UNIT,242-004 PRBKN RUMAHAN FILTER,2.0
SUNGAI DANAU,Aug,2026-08-16,641102124200532 075,242-005,242005,TRUCK HINO 136 HDX 242-005,Tus,TR,WS-PERBAIKAN UNIT,242-005 PRBKN FILTER UDARA PECAH,2.0
SUNGAI DANAU,Aug,2026-08-18,641102125104832 165,251-048,251048,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,DT,TR,WS-PERBAIKAN UNIT,251-048 TAMBAL BAN FR RH,1.0
SUNGAI DANAU,Aug,2026-08-18,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,10.0
SUNGAI DANAU,Aug,2026-08-18,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 PRBKN ENGINE + REM,4.0
SUNGAI DANAU,Aug,2026-08-18,641102126200532 095,262-005,262005,TRUCK TANGKI HINO FG235 DA 8170 CR 262-005,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-005 PSNG/RAKIT SEPARATOR EXTRA,2.0
SUNGAI DANAU,Aug,2026-08-18,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN PINTU SAMPING KANAN,12.0
SUNGAI DANAU,Aug,2026-08-18,641102125103932 045,251-039,251039,DUMP TRUCK HINO 130 HD DA 8678 CO 251-039,DT,TR,WS-PERBAIKAN UNIT,251-039 PRBKN REM FR RH,2.0
SUNGAI DANAU,Aug,2026-08-18,641102125105432 135,251-054,251054,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,DT,TR,WS-PERBAIKAN UNIT,251-054 GNT SPG FR RH RR LH,3.0
SUNGAI DANAU,Aug,2026-08-18,641202130000034 013,311-002,311002,TRAILER MITSUBISHI FV 419P DA 9295 CC 311-002,Trailler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,311-002 EMOBILISASI EXCA,4.0
SUNGAI DANAU,Aug,2026-08-18,641102125105232 125,251-052,251052,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,DT,TR,WS-PERBAIKAN UNIT,251-052 EVAKUASI PRBKN TIEROD RH,2.0
SUNGAI DANAU,Aug,2026-08-18,641102125105432 135,251-054,251054,DUMP TRUCK HINO 130 HD DA 8016 CZ 251-054,DT,TR,WS-PERBAIKAN UNIT,251-054 GNT SPRING FR RR,2.0
SUNGAI DANAU,Aug,2026-08-18,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 LANJUT PRBKN ENGINE,3.0
SUNGAI DANAU,Aug,2026-08-18,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 PRBKN HOSE REM BUNTU,2.0
SUNGAI DANAU,Aug,2026-08-18,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN BODY DEPAN BUS,9.0
SUNGAI DANAU,Aug,2026-08-18,641202120000034 032,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PRBKN IMPACT,3.0
SUNGAI DANAU,Aug,2026-08-18,641102125104732 075,251-047,251047,DUMP TRUCK HINO 130 HD DA 8923 CV 251-047,DT,TR,WS-PERBAIKAN UNIT,"251-047 PRBKN RADIATOR, GNT DUDUKAN KIPA",2.0
SUNGAI DANAU,Aug,2026-08-18,641102127100132 165,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 EVAKUASI BAN DI TIKUNGAN GEREJA,1.0
SUNGAI DANAU,Aug,2026-08-18,641202120000034 012,261-007,261007,TRUCK TANGKI HINO 130 HD DA 9526 CI/DA 8013 CM 261-007,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-007 TAMBAL BAN RR RH,1.0
SUNGAI DANAU,Aug,2026-08-18,641102125105332 165,251-053,251053,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,DT,TR,WS-PERBAIKAN UNIT,251-053 EVAKUAI DI FFD BOCOR BAN RR RH,4.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 DEMPUL BODY BIS,2.0
SUNGAI DANAU,Aug,2026-08-19,641102125106432 045,251-064,251064,DUMPTRUCK HINO 136 HDX 251-064,DT,TR,WS-PERBAIKAN UNIT,251-064 STEL REM FR RR,1.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 065,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN LAMPU PECAH,4.0
SUNGAI DANAU,Aug,2026-08-19,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,5.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN PINTU FR RH & RAKIT BODY,4.0
SUNGAI DANAU,Aug,2026-08-19,641102125105332 165,251-053,251053,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,DT,TR,WS-PERBAIKAN UNIT,251-053 TAMBAL BAN RR LH,1.0
SUNGAI DANAU,Aug,2026-08-19,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 PRBKN REM,4.0
SUNGAI DANAU,Aug,2026-08-19,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,KERJA BAKTI,1.0
SUNGAI DANAU,Aug,2026-08-19,641102126101332 145,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-013 STEL KOPLING,1.0
SUNGAI DANAU,Aug,2026-08-19,641102125106031 075,251-060,251060,DUMP TRUCK HINO 130HD DA 8476 JJ 251-060,DT,TR,WS-PERBAIKAN UNIT,251-060 SERVICE GANTI OLI A,1.0
SUNGAI DANAU,Aug,2026-08-19,641102126200832 165,262-008,262008,TRUCK TANGKI HINO FG 235 DA 8343 JD 262-008,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-008  TAMBAH ANGIN, KENCANGKAN BAUT R",1.0
SUNGAI DANAU,Aug,2026-08-19,641102125105732 165,251-057,251057,DUMP TRUCK HINO 130 HD 25-86 251-057,DT,TR,WS-PERBAIKAN UNIT,251-057 EVAKUASI BAN RR LH DI PKS,1.0
SUNGAI DANAU,Aug,2026-08-19,641102126200332 075,262-003,262003,TRUCK TANGKI HINO 130 HD DA 8569 CP 262-003,Truk Tangki,TR,WS-PERBAIKAN UNIT,"262-003 PSNG FILTR FUEL, PRBKN NUT MANHO",4.0
SUNGAI DANAU,Aug,2026-08-19,641102127100132 115,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,271-001 BONGKAR SEAL ROD,2.0
SUNGAI DANAU,Aug,2026-08-19,641102125105232 165,251-052,251052,DUMP TRUCK HINO 130 HD DA 8013 CZ 251-052,DT,TR,WS-PERBAIKAN UNIT,251-052 GNT BAN SEREO RR LH DALAM,2.0
SUNGAI DANAU,Aug,2026-08-19,641102125106331 075,251-063,251063,DUMPTRUCK 136 HDX 251-063,DT,TR,WS-PERBAIKAN UNIT,251-063 SERVICE GNT OLI A + TAMBAL BAN,1.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 065,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 LANJUT PRBKN LAMPU PECAH,3.0
SUNGAI DANAU,Aug,2026-08-19,641102127100132 095,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,"271-001 LAS SLEBOR, SASI, PRBKN SEAL HYD",2.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 DEMPUL BODY BIS,9.0
SUNGAI DANAU,Aug,2026-08-19,641102127100132 165,271-001,271001,ARM ROLL HINO 130 HD DA 8590 CQ 271-001,Arm Roll,TR,WS-PERBAIKAN UNIT,"271-001 GNT BAN, BONGKAR SILINDER HEAD",3.0
SUNGAI DANAU,Aug,2026-08-19,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,3.0
SUNGAI DANAU,Aug,2026-08-19,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 PRBKN PINTU FR RH & RAKIT BODY,3.0
SUNGAI DANAU,Aug,2026-08-19,641102126200632 065,262-006,262006,TRUCK TANGKI HINO FG 235 DA 8171 CR 262-006,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-006 EVAKUASI AKI PECAH DI PELABUHAB,3.0
SUNGAI DANAU,Aug,2026-08-19,641102126101332 075,261-013,261013,TRUCK TANGKI HINO 130 HD DA 8597 CN 261-013,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-013 PRBKN KLAM HOSE TURBO LEPAS,1.0
SUNGAI DANAU,Aug,2026-08-19,641102126101432 165,261-014,261014,TRUCK TANGKI HINO 130 HD DA 8598 CN 261-014,Truk Tangki,TR,WS-PERBAIKAN UNIT,261-014 GNT BAN RR RH,2.0
SUNGAI DANAU,Aug,2026-08-19,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,LANJUT AC AGRONOMI,4.0
SUNGAI DANAU,Aug,2026-08-19,641102126200432 095,262-004,262004,TRUCK TANGKI HINO 130 HD DA 8567 CP 262-004,Truk Tangki,TR,WS-PERBAIKAN UNIT,262-004 PRBKN MANHOLE ATAS TANGKI CPO,6.0
SUNGAI DANAU,Aug,2026-08-19,661202000000099 300,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8454 CN EVAKUASI BAN FR RH DI FFD,2.0
SUNGAI DANAU,Aug,2026-08-20,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,"221-001 GNT NOZZLE, CHECK ENGINE",4.0
SUNGAI DANAU,Aug,2026-08-20,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,5.0
SUNGAI DANAU,Aug,2026-08-20,641202120000031 052,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,KERJA BAKTI,3.0
SUNGAI DANAU,Aug,2026-08-20,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 DEMPUL BODY BIS,12.0
SUNGAI DANAU,Aug,2026-08-20,641102125105332 165,251-053,251053,DUMP TRUCK HINO 130 HD DA 8014 CZ 251-053,DT,TR,WS-PERBAIKAN UNIT,"251-053 TAMBAL BAN, KENCANGKAN BAUT RODA",2.0
SUNGAI DANAU,Aug,2026-08-20,661202000000099 760,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 8360 JA PRBKN KLAM TANGKI SOLAR,2.0
SUNGAI DANAU,Aug,2026-08-20,641102125104232 165,251-042,251042,DUMP TRUCK HINO 130 HD DA 8681 CO 251-042,DT,TR,WS-PERBAIKAN UNIT,251-042 TAMBAL BAN RR RH,1.0
SUNGAI DANAU,Aug,2026-08-20,641102125104831 075,251-048,251048,DUMP TRUCK HINO 130 HD DA 8921 CV 251-048,DT,TR,WS-PERBAIKAN UNIT,"251-048 SERVICE GNT OLI E, SHOCK, VBELT",2.0
SUNGAI DANAU,Aug,2026-08-20,641102125104132 165,251-041,251041,DUMP TRUCK HINO 130 HD DA 8680 CO 251-041,DT,TR,WS-PERBAIKAN UNIT,251-041 RAKIT BAN RIMBA BARU 2,1.0
SUNGAI DANAU,Aug,2026-08-20,641202120000034 012,221-001,,,,,WS-PERBAIKAN UNIT,221-001 PRBKN NOZZLE,1.0
SUNGAI DANAU,Aug,2026-08-20,641102123100332 095,231-003,231003,BUS ISUZU MINI BUS F 7120 AB/DA 7026 TAJ 231-003,Rental Bus,TR,WS-PERBAIKAN UNIT,231-003 DEMPUL BODY BIS,8.0
SUNGAI DANAU,Aug,2026-08-20,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,DA 9479 TAH SERVICE GNT OLI B,2.0
SUNGAI DANAU,Aug,2026-08-20,641102127100432 095,271-004,271004,ARM ROLL HINO 130 HD DA 8337 JJ 271-004,Arm Roll,TR,WS-PERBAIKAN UNIT,271-004 LAS SASIS ARMROLL,3.0
SUNGAI DANAU,Aug,2026-08-20,661202000000095 013,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,PERAWATAN WALET,4.0
SUNGAI DANAU,Aug,2026-08-20,641102125103832 165,251-038,251038,DUMP TRUCK HINO 130 HD DA 8675 CO 251-038,DT,TR,WS-PERBAIKAN UNIT,251-038 GNT BAN SEREP RR RH DI FFD,6.0
