lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
TANJUNG,Aug,2026-08-17,641105231203432 015,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 PASANG TENSIONER AC, TAMBAH OLI",3.0
TANJUNG,Aug,2026-08-17,641105226200132 035,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 LAS BRAKET JOIN PTO MESIN POMPA,4.0
TANJUNG,Aug,2026-08-17,641105231202732 065,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 SAMBUNG KABEL LOTO DAN PASANG CO,1.0
TANJUNG,Aug,2026-08-17,641105231202832 015,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-028 GANTI TENSIONER AC, CEK RELEASE",0.5
TANJUNG,Aug,2026-08-17,641105231203432 025,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 GANTI PESTO ANGIN,1.0
TANJUNG,Aug,2026-08-17,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-17,641105231201932 025,312-019,312019,DUMP TRUCK HINO FM 260 JD 312-019,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-019 BONGKAR CHAMBER DEPAN, GANTI CHA",1.0
TANJUNG,Aug,2026-08-17,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.5
TANJUNG,Aug,2026-08-17,641105231203032 065,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-030 GANTI SEKRING DAN BOHLAM,",0.5
TANJUNG,Aug,2026-08-17,641105226200132 065,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 GANTI STARTING MOTOR,3.0
TANJUNG,Aug,2026-08-17,641105226200132 065,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 GANTI DINAMO START,4.0
TANJUNG,Aug,2026-08-17,641105231202832 145,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 MEMASANG LONG SHAFT PTO BOOSTER,7.5
TANJUNG,Aug,2026-08-17,641105231202131 075,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 SERVICE,2.0
TANJUNG,Aug,2026-08-17,641105231202132 015,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 GANTI TENSIONER,3.0
TANJUNG,Aug,2026-08-17,641105231202732 035,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 GANTI KUKU MACAN,4.5
TANJUNG,Aug,2026-08-18,641105231203432 025,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 TAMBAH TREEBOND, KENCANGKAN COVE",4.5
TANJUNG,Aug,2026-08-18,641105233202732 065,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 UBAH ARUS KABEL RADIO,2.0
TANJUNG,Aug,2026-08-18,641105231202832 015,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-028 GANTI KOMPRESOR AC, GANTI O-RING",14.5
TANJUNG,Aug,2026-08-18,641105231201932 105,312-019,312019,DUMP TRUCK HINO FM 260 JD 312-019,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-019 LAS VESSEL, LAS TOLS GATE, LAS P",5.0
TANJUNG,Aug,2026-08-18,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-033 CEK CLEANCE MAIN BEARING, GANTI",35.0
TANJUNG,Aug,2026-08-18,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-033 PASANG CABLE ENGINE DAN PASANG K,1.0
TANJUNG,Aug,2026-08-18,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 CHECK AC, LEPAS EVAPORATOR DAN D",4.0
TANJUNG,Aug,2026-08-18,641105226101832 035,261-018,261018,TRUCK TANGKI HINO 130 HD DA 8678 CV 261-018,Fuel Tank,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"261-018 KENCANGKAN HOSE FUEL,",4.0
TANJUNG,Aug,2026-08-18,641105231201532 145,312-015,312015,DUMP TRUCK HINO FM 260 JD 312-015,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-015 GANTI MOUNTING TRANSMISI, FR RH",12.0
TANJUNG,Aug,2026-08-18,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-033 GANTI SEAL, LEPAS PISTON PUMP, L",4.0
TANJUNG,Aug,2026-08-18,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 KLASING EVAPORATOR DAN RAKIT EVA,13.5
TANJUNG,Aug,2026-08-18,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-18,641105233202731 075,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 SERVICE,3.0
TANJUNG,Aug,2026-08-18,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.5
TANJUNG,Aug,2026-08-18,641105233202732 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 MEMOMPA FILTER YANG MASUK ANGIN,1.5
TANJUNG,Aug,2026-08-19,641105231202132 145,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 LEPAS LONG SHAFT, LEPAS SPIDER J",12.0
TANJUNG,Aug,2026-08-19,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-19,641105233203231 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.5
TANJUNG,Aug,2026-08-19,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 LEPAS KONDENSOR DAN FLASING, GAN",7.0
TANJUNG,Aug,2026-08-19,641105231202832 035,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 TAMBAH KABEL TIES BUAT EXTRAFAN,3.0
TANJUNG,Aug,2026-08-19,641105233203632 115,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 TAMBAH OLI HYD,1.0
TANJUNG,Aug,2026-08-19,641105234201732 145,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"342-017 TAMBAH PELUMASAN PADA PEDAL GAS,",8.0
TANJUNG,Aug,2026-08-19,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-033 CLEANING RADIATOR,0.5
TANJUNG,Aug,2026-08-19,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 LEPAS COVER 1 SET COMPRESOR, SUS",24.0
TANJUNG,Aug,2026-08-19,641105231202732 065,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 PASANG DINAMO START,2.0
TANJUNG,Aug,2026-08-19,641205230000035 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS BUAT WASTAFEL,5.0
TANJUNG,Aug,2026-08-19,641105226101832 035,261-018,261018,TRUCK TANGKI HINO 130 HD DA 8678 CV 261-018,Fuel Tank,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"261-018 GANTI HOUSING POMPA FUEL, REPAIR",6.0
TANJUNG,Aug,2026-08-19,641105231202231 075,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-022 SERVICE,1.0
TANJUNG,Aug,2026-08-19,641105233203731 075,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 SERVICE,3.0
TANJUNG,Aug,2026-08-19,641105231202132 115,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 TAMBAH OLI HYD, LEPAS HOSE HYD,",16.0
TANJUNG,Aug,2026-08-19,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 BONGKAR TONGKAT PRASNELING, REPA",3.5
TANJUNG,Aug,2026-08-19,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 PERBAIKAN SPAKBOR DEPAN SEBELAH,1.5
TANJUNG,Aug,2026-08-20,641105233204931 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GREASSING,1.0
TANJUNG,Aug,2026-08-20,641105233202631 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.5
TANJUNG,Aug,2026-08-20,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 PASANG COVER AC, DASBORD TAMBAH",10.5
TANJUNG,Aug,2026-08-20,641105231202132 145,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 GANTI RELEASE BEARING, LEVER CLU",72.0
TANJUNG,Aug,2026-08-20,641105231202231 035,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-022 GREASSING DAN CEK CHAMBER,3.0
TANJUNG,Aug,2026-08-20,641205230000034 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS MEMBUAT TEMPAT POMPA AIR,33.0
TANJUNG,Aug,2026-08-20,641105233202632 015,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 PERBAIKAN AC UNIT,3.5
TANJUNG,Aug,2026-08-20,641105233204932 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 CEK OLI HYD, KENCANGKAN SIGHT GL",6.0
TANJUNG,Aug,2026-08-20,641205230000034 023,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS PASANG WASTAFEL,4.0
TANJUNG,Aug,2026-08-20,641105231202732 145,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-027 GANTI RELEASE BEARING, GANTI LEV",21.0
TANJUNG,Aug,2026-08-20,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GANTI LOCK PIN BUCKET + GREASSIN,1.0
TANJUNG,Aug,2026-08-20,641205230000034 023,221-007,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,221-007 GANTI MESIN GREASSING,4.0
TANJUNG,Aug,2026-08-20,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,1.0
TANJUNG,Aug,2026-08-20,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-20,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,0.5
TANJUNG,Aug,2026-08-20,641105231202332 025,312-023,312023,DUMP TRUCK HINO FM 260 JD 312-023,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-023 LEPAS HOSE, LEPAS CHAMBER, PASAN",12.0
TANJUNG,Aug,2026-08-20,641105234201732 075,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-017 TAMBAH OLI ENGINE,1.5
TANJUNG,Aug,2026-08-20,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-033 LEPAS HOSE POMPA HYD,1.5
TANJUNG,Aug,2026-08-20,641105234201232 065,342-012,342012,BULLDOZER WEA B 220 342-012,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"342-012 PASANG KABEL RPM GAS, PASANG ANT",2.0
TANJUNG,Aug,2026-08-20,641105231202732 035,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-027 TAMBAH OLI SAFTY, GESER FUEL TAC",2.0
TANJUNG,Aug,2026-08-21,641105233204931 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GREASSING,1.0
TANJUNG,Aug,2026-08-21,641105233202631 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.5
TANJUNG,Aug,2026-08-21,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 LAS BOOSTER SEBELAH KANAN YANG P,1.0
TANJUNG,Aug,2026-08-21,641105231203231 035,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-032 GREASSING, GANTI DING-DONG ATAS,",8.0
TANJUNG,Aug,2026-08-21,641105226200132 035,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 KENCANGKAN FAN BELT POMPA,0.5
TANJUNG,Aug,2026-08-21,641105231202832 035,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 PERBAIKAN KABIN KERAS DI TUTUP,0.5
TANJUNG,Aug,2026-08-21,641105231203132 105,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-031 LAS KUPU"" VESSEL, LAS BUSSING KU",29.0
TANJUNG,Aug,2026-08-21,641105231203232 015,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-032 BERSIHKA EVAPORATOR, KENCANGKAN",1.5
TANJUNG,Aug,2026-08-21,661205000000095 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,"BPA LV-HSE BPA, PERBAIKAN ELEKTRIKAL LAM",1.0
TANJUNG,Aug,2026-08-21,641205230000034 023,221-005,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,221-005 PASANG RADIO,0.5
TANJUNG,Aug,2026-08-21,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 CEK KEBOCORAN DAN KENCANGKAN BAU,3.0
TANJUNG,Aug,2026-08-21,641105231203231 035,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-032 SERVICE,3.0
TANJUNG,Aug,2026-08-21,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-21,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-21,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,0.5
TANJUNG,Aug,2026-08-21,641105235101132 035,351-011,351011,GRADER CATERPILLAR 120 NG 351-011,Grader,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"351-011 LAS BOLT PATAH, LEPAS BOLT PATAH",36.0
TANJUNG,Aug,2026-08-21,641105234201732 065,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-017 STEL CHANEL RADIO,1.0
TANJUNG,Aug,2026-08-22,641105233202631 015,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.0
TANJUNG,Aug,2026-08-22,641105233204931 015,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GREASSING,2.0
TANJUNG,Aug,2026-08-22,641105231203232 135,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-032 BONGKAR SPRING, MENGAMBIL SPRING",22.0
TANJUNG,Aug,2026-08-22,641105231201732 075,312-017,312017,DUMP TRUCK HINO FM 260 JD 312-017,DT Howo,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-017 TAMBAH AIR RADIATOR,0.5
TANJUNG,Aug,2026-08-22,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 LAS PIN TRACK, PASANG LOCK PIN,",9.0
TANJUNG,Aug,2026-08-22,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 TURUNKAN KAMPAS KOPLING, GANTI K",40.0
TANJUNG,Aug,2026-08-22,641105231202132 035,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 LAS SPAKBOR,6.0
TANJUNG,Aug,2026-08-22,641105226200132 035,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 MELEPAS MESIN POMPA AIR,3.0
TANJUNG,Aug,2026-08-22,641105233203631 075,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 SERVICE,3.0
TANJUNG,Aug,2026-08-22,641105233202731 015,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,0.5
TANJUNG,Aug,2026-08-22,641105233203231 015,332-032,332032,EXCAVATOR KOMATSU PC-200-8M1 332-032,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-032 GREASSING,0.5
TANJUNG,Aug,2026-08-22,641105233203731 015,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,0.5
TANJUNG,Aug,2026-08-22,641105235101132 035,351-011,351011,GRADER CATERPILLAR 120 NG 351-011,Grader,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,351-011 PASANG CLAM HOSE TILT BLADE,1.0
TANJUNG,Aug,2026-08-22,641105231202331 075,312-023,312023,DUMP TRUCK HINO FM 260 JD 312-023,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-023 SERVICE,3.0
TANJUNG,Aug,2026-08-22,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 PASANG DISC CLUTCH, PASANG COVER",13.5
TANJUNG,Aug,2026-08-22,641105231203132 035,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-031 PERBAIKAN TUTUP LOCK PIN VESSEL,",2.0
TANJUNG,Aug,2026-08-23,641105233202632 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 PASANG NO LAMBUNG,0.5
TANJUNG,Aug,2026-08-23,641105233203232 035,332-032,332032,EXCAVATOR KOMATSU PC-200-8M1 332-032,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-032 PASANG NO LAMBUNG,0.5
TANJUNG,Aug,2026-08-23,641105231203131 035,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-031 GREASSING,1.5
TANJUNG,Aug,2026-08-23,641105231202832 015,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 ADJUST CLAT DAN PERBAIKAN AC YAN,4.5
TANJUNG,Aug,2026-08-23,641105231202232 065,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 PASANG LOTO DAN EMERGENCY STOP,",8.0
TANJUNG,Aug,2026-08-23,641105231201932 115,312-019,312019,DUMP TRUCK HINO FM 260 JD 312-019,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-019 LAS PLAT PENAHAN PINTU BELAKANG,2.0
TANJUNG,Aug,2026-08-23,641105231203032 065,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-030 PASANG LOTO DAN EMERGENCY STOP,",8.0
TANJUNG,Aug,2026-08-23,641105231202832 075,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 GANTI ENGINE HOUSE BARU,0.5
TANJUNG,Aug,2026-08-23,641105231202732 065,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 PERBAIKAN ANTENA RADIO RIG,0.5
TANJUNG,Aug,2026-08-23,641105233202632 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-026 GANTI AIR CLEANER, CEK PANEL YAN",0.5
TANJUNG,Aug,2026-08-23,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GANTI NO LAMBUNG EXA,3.0
TANJUNG,Aug,2026-08-23,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,0.5
TANJUNG,Aug,2026-08-23,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,0.5
TANJUNG,Aug,2026-08-23,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,0.5
